Name,Description,Price,Scent_Family,Scent_Family_2,Intensity,Website_Link
Nishane Hundred Silent Ways,"A whisper of iris, vanilla, and sandalwood, subtle yet profound.",155,Floral,Ambery,4,https://tinyurl.com/y57mswt8
Nishane Fan Your Flames,"Tropical coconut and rum blend with tobacco for a warm, inviting aroma.",145,Woody,Ambery,4,https://tinyurl.com/2kzub9cb
Nishane Afrika-Olifant,"Raw and majestic, featuring notes of leather, oud, and animalic musk.",120,Ambery,Ambery,4,https://tinyurl.com/3aebysur
Nishane Wulong Chá,Energizing oolong tea with a spray of citrus and floral notes.,260,Citrus,Citrus,4,https://tinyurl.com/bdfbn3h7
Nishane Vjola,"A vibrant symphony of violets and roses, sweetened with a hint of honey.",180,Floral,Floral,4, https://tinyurl.com/tesxjm9f
Nishane Tuberóza,Lush tuberose accented with jasmine and a whisper of coconut.,225,Floral,Floral,4,https://tinyurl.com/5bv6w9by
Nishane Sultan Vetiver,Regal vetiver crowned with spices and a hint of bergamot.,96,Woody,Woody,4,https://tinyurl.com/4nztwwtm
Nishane Suède et Safran,"Luxurious suede and saffron, elegantly intertwined.",90,Leather,Woody,4,https://tinyurl.com/yvcbykam
Nishane Spice Bazaar,"A spicy spectacle with notes of cardamom, nutmeg, and clove.",165,Ambery,Fruity,4,https://tinyurl.com/bdzcnmua
Nishane Santalové,Creamy sandalwood paired with soft florals for a love letter to sandalwood lovers.,500,Woody,Ambery,4,https://tinyurl.com/mtkn32fa
Nishane Rosa Turca,"Turkish roses delicately spiced, capturing the spirit of Istanbul.",225,Floral,Floral,4,https://tinyurl.com/2cjyx74u
Nishane Pasión Choco,Passionate dark chocolate infused with raspberry and patchouli.,165,Floral,Fruity,4,https://tinyurl.com/55s9ptwd
Nishane Pachuli Kozha,Earthy patchouli underlined by leather and incense.,108,Woody,Ambery,4,https://tinyurl.com/52bcdt7u
Nishane Musiqá Oud,"A symphony of oud, rose, and amber, creating a musical scent.",205,Woody,Ambery,4,https://tinyurl.com/y3w33hwk
Nishane Múnegu,"Citrusy and marine, evoking the fresh breezes of Monaco.",400,Woody,Ambery,4,https://tinyurl.com/ywrsch3s
Nishane Duftblüten,A bouquet of aromatic blossoms with a touch of dewy freshness.,180,Chypre,Floral,4,https://tinyurl.com/59rh4pax
Nishane Ambra Calabria,Bergamot and green notes over a base of amber from Calabria.,82,Ambery,Green,4,https://tinyurl.com/d5mspj7m
Rabanne Invictus Parfum, A bold fragrance with a blend of aromatic fougere and woody notes,112,Aromatic Fougere,Woody,5,https://tinyurl.com/28vctsym
Rabanne Phantom Intense, A powerful fragrance with a dominant aromatic fougere profile,112,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/48zwefrj
Rabanne 1 Million Golden Oud, An opulent fragrance combining woody and spicy elements,105,Woody,Spicy,5,https://tinyurl.com/mraev6bs
Rabanne Phantom Parfum, A captivating scent with a blend of aromatic fougere and woody nuances,87,Aromatic Fougere,Woody,5,https://tinyurl.com/4868t3b5
Rabanne 1 Million Royal, A luxurious fragrance with a combination of woody and aromatic fougere notes,90,Woody,Aromatic Fougere,5,https://tinyurl.com/5n8v2rt4
Rabanne Invictus Victory Elixir, A rich fragrance featuring ambery oriental and woody notes,100,Ambery,Woody,5,https://tinyurl.com/5dknx6fu
Rabanne Invictus Platinum, A dynamic fragrance with aromatic fougere elements,76,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/bdd4256z
Rabanne 1 Million Elixir, A deep fragrance with ambery oriental and woody facets,95,Ambery,Woody,5,https://tinyurl.com/yc5h7fej
Rabanne Phantom, A unique blend of aromatic fougere and ambery oriental scents,73,Aromatic Fougere,Ambery,5,https://tinyurl.com/bdfamuhh
Rabanne Major Me, A vibrant fragrance with chypre and fruity notes,55,Chypre,Fruity,4,https://tinyurl.com/3w6dj63f
Rabanne Dandy Me, A sophisticated blend of woody and floral elements,46,Woody,Floral,4,https://tinyurl.com/3ezndfj9
Rabanne Blossom Me, A fresh fragrance combining floral and green tones,63,Floral,Green,3,https://tinyurl.com/yp9tkdp9
Rabanne Invictus Victory, A powerful mix of ambery oriental and aromatic fougere,74,Ambery,Aromatic Fougere,5,https://tinyurl.com/2rdhbyrh
Rabanne 1 Million Parfum, A striking fragrance with leather and floral notes,140,Leather,Floral,5,https://tinyurl.com/yxwhc9ey
Rabanne Strong Me, A potent blend of woody and ambery oriental accords,44,Woody,Ambery,5,https://tinyurl.com/bp8d2syv
Rabanne Genius Me, A refreshing citrus scent with aldehydic undertones,65,Citrus,Aldehydic,3,https://tinyurl.com/2p9swppe
Rabanne Fabulous Me, A delightful mix of ambery oriental and gourmand notes,73,Ambery,Gourmand,4,https://tinyurl.com/m7bms44d
Rabanne Erotic Me, A sensual blend of leather and gourmand facets,55,Leather,Gourmand,4,https://tinyurl.com/mwk36dzz
Rabanne Dangerous Me, An intriguing combination of ambery oriental and woody scents,53,Ambery,Woody,4,https://tinyurl.com/bdhrbcn6
Rabanne Crazy Me, A playful fragrance with floral and spicy elements,49,Floral,Spicy,4,https://tinyurl.com/4zd3xs5a
Rabanne Invictus Aqua, A refreshing woody and watery blend,120,Woody,Watery,3,https://tinyurl.com/thff72ks
Rabanne Pure XS Pour Homme, An intense fragrance with ambery oriental and spicy notes,45,Ambery,Spicy,5,https://tinyurl.com/ytynr237
Rabanne Invictus, A classic mix of woody and aromatic fougere tones,56,Woody,Aromatic Fougere,3,https://tinyurl.com/2xdrkkn4
Rabanne 1 Million, An iconic fragrance with ambery oriental and leather elements,120,Ambery,Leather,4,https://tinyurl.com/3e9bkudh
Rabanne Black XS, A striking woody and fruity combination,38,Woody,Fruity,3,https://tinyurl.com/374juev3
Rabanne Ultraviolet Man, A unique ambery oriental and woody scent,39,Ambery,Woody,4,https://tinyurl.com/mr3bfvfz
Rabanne Paco, A fresh citrus blend with green nuances,32,Citrus,Green,3,https://tinyurl.com/2t9vkmm9
Rabanne Paco Rabanne Pour Homme, A classic aromatic fougere fragrance,30,Aromatic Fougere,Aromatic Fougere,3,https://tinyurl.com/3rzwxhte
Rabanne Phantom Legion 2022, A distinctive aromatic fougere with ambery oriental tones,70,Aromatic Fougere,Ambery,4,https://tinyurl.com/4vwm4zbz
Rabanne 1 Million Lucky, A captivating blend of woody and aromatic fougere,119,Woody,Aromatic Fougere,5,https://tinyurl.com/mtjuz7s7
Prada Infusion De Cèdre,"A serene blend of cedarwood and spices, bringing a touch of the forest to everyday life.",100,Woody,Citrus,4,https://tinyurl.com/42hdtfmn
Prada Luna Rossa Ocean Le Parfum,"An intense marine fragrance with notes of bergamot and iris, embodying the spirit of modern exploration.",70,Aromatic Fougere,Woody,4,https://tinyurl.com/bdh955k7
Prada Infusion De Gingembre,"A vibrant infusion of ginger, combined with subtle citrus notes for a fresh, invigorating scent.",108,Woody,Citrus,4,https://tinyurl.com/4mkte64a
Prada Luna Rossa Ocean Eau De Parfum,"Sophisticated marine notes blended with aromatic lavender and patchouli for a bold, oceanic journey.",100,Aromatic Fougere,Citrus,4,https://tinyurl.com/bdf5y56m
Prada Infusion De Figue,"A sweet and sumptuous fig accord layered with smooth woods, capturing the essence of a Mediterranean orchard.",109,Woody,Green,4,https://tinyurl.com/53mkvv49
Prada Infusion De Vanille,"A rich and creamy vanilla fragrance with an elegant floral twist, perfect for a touch of indulgence.",81,Ambery,Ambery,4,https://tinyurl.com/yc6kwumf
Prada Infusion D'Ylang,"Exotic ylang-ylang flowers with hints of spice and vanilla, creating a sultry and inviting aroma.",78,Floral,Floral,4,https://tinyurl.com/k6jt8nys
Prada Luna Rossa Ocean,"Crisp aquatic notes meet aromatic lavender and bergamot, inspired by the dynamic energy of the sea.",73,Aromatic Fougere,Woody,4,https://tinyurl.com/48sumwae
Prada L'Homme Absolu,"A robust blend of iris and amber, exuding sophistication and timeless elegance.",100,Woody,Ambery,4,https://tinyurl.com/238djmdy
Prada Velvet Morning,"An aromatic morning breeze of lavender and green notes, wrapped in the comfort of soft velvet.",190,Ambery,Spicy,4,https://tinyurl.com/mr36tj7y
Prada Moonlight Shadow,"Mysterious and enchanting, with dark woods and a hint of leather, perfect for evening wear.",360,Ambery,Spicy,4,https://tinyurl.com/tndhzvbj
Prada Babylon,"Opulent myrrh and incense create a fragrance that is both ancient and luxurious, reminiscent of historic Babylon.",280,Woody,Ambery,4,https://tinyurl.com/323prx3h
Prada Infusion De Mandarine,"A zesty burst of mandarin orange enriched with herbal and green notes, vibrant and energizing.",85,Citrus,Floral,4,https://tinyurl.com/2mwkwbcm
Prada Luna Rossa Black,"A deep and intense composition of patchouli and amber, reflecting the adventurous spirit of the Luna Rossa line.",90,Woody,Ambery,4,https://tinyurl.com/yc3tccfb
Prada L'Homme L'Eau,"Light and refreshing, with notes of ginger and neroli, this fragrance captures the essence of a crisp, clean day.",78,Woody,Citrus,3,https://tinyurl.com/mry269sd
Prada Infusion De Rose,"Delicate and soothing, this fragrance combines sweet rose with a hint of honey for a gentle floral experience.",62,Citrus,Floral,4,https://tinyurl.com/2s42tx28
Prada Soleil Au Zenith,"The warmth of the sun at its peak, with spicy notes of saffron and sweet vanilla radiating heat and light.",285,Ambery,Spicy,4,https://tinyurl.com/bdf6k6j9
Prada Miracle Of The Rose,"A miraculous blend of rose and peony, accented with amber, creating a romantic and alluring fragrance.",285,Ambery,Floral,4,https://tinyurl.com/pfuh9j4c
Prada Midnight Train,"A mysterious journey through smoky incense and dark spices, ideal for the nocturnal adventurer.",301,Woody,Ambery,4,https://tinyurl.com/yr8tn354
Prada Dark Light,"A bold contrast of light and dark, featuring bright citrus against a backdrop of rich, dark leather.",360,Ambery,Ambery,4,https://tinyurl.com/34a25xxs
Prada L'Homme Intense,"Intensified with notes of iris and patchouli, this fragrance is a deeper and more resonant interpretation of the original L'Homme.",106,Woody,Ambery,4,https://tinyurl.com/yey6hmrf
Prada Luna Rossa Carbon,"Robust and masculine, with notes of metallic lavender and coal, inspired by the fusion of natural and synthetic materials.",77,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/mvjywexs
Prada L'Homme,"A modern, clean scent that blends neroli, iris, and amber for a polished and refined effect.",90,Woody,Ambery,4,https://tinyurl.com/47xu9x9a
Prada Infusion De Mimosa,"A sunny floral fragrance, mimosa flowers bring a bright, joyful presence to this light and airy scent.",75,Floral,Citrus,4,https://tinyurl.com/2zakaudk
Prada Un Chant D'Amour,"A song of love captured in scent, with tender notes of jasmine and musk intertwined with poetic grace.",295,Citrus,Musk Skin,4,https://tinyurl.com/yhv7dbbu
Prada Tainted Love,"A daring fragrance with a seductive twist of orchid and vanilla, enveloped in a hint of leather.",110,Floral,Ambery,4,https://tinyurl.com/4b9kb9f
Prada Purple Rain,A regal fragrance that combines the lushness of violet with a backdrop of patchouli and musk.,205,Floral,Green,4,https://tinyurl.com/yc2h4vek
Prada Pink Flamingos,"A playful and vibrant mix of pink pepper and citrus, inspired by the colorful and lively spirit of flamingos.",285,Floral,Fruity,4,https://tinyurl.com/5n7ppwsa
Prada Nue Au Soleil,"Bathing in sunlight, this fragrance combines radiant notes of orange blossom with warm amber.",169,Citrus,Floral,4,https://tinyurl.com/bdh85cp9
Prada Marienbad,"Inspired by the historic spa town, this fragrance offers a healing blend of aromatic herbs and soothing waters.",199,Ambery,Leather,4,https://tinyurl.com/46bye8zr
Prada Heat Wave,A sizzling blend of spices and woods that captures the intensity of a scorching summer day.,169,Floral,Ambery,4,https://tinyurl.com/bdz5bt38
Prada Double Dare,A bold and assertive scent that challenges convention with its blend of leather and spices.,176,Ambery,Ambery,4,https://tinyurl.com/3e3mp8nk
Prada Day For Night,"A seamless transition from day to night, featuring bright citrus that deepens into mysterious incense and woods.",295,Woody,Ambery,4,https://tinyurl.com/yyyumexf
Prada Cargo De Nuit,"A nocturnal journey with aromatic aldehydes and a cargo of aquatic notes, reflecting the mystery of the night sea.",295,Woody,Ambery,4,https://tinyurl.com/mtxhntx7
Prada Infusion De Vetiver,"A clean and earthy scent, with the crisp freshness of vetiver highlighted by citrus and green notes.",91,Woody,Citrus,4,https://tinyurl.com/mjyybzty
Prada Infusion D'Oeillet,"Spicy carnation combined with soft powdery notes, redefining the classic flower in a modern way.",80,Floral,Spicy,4,https://tinyurl.com/386twm7f
Prada Infusion D'Amande,"Sweet almonds blended with soft musk and a hint of vanilla, creating a comforting and inviting aroma.",60,Floral,Ambery,4,https://tinyurl.com/4623a6d9
Prada Infusion D'Iris Cèdre,"A unisex blend of iris and cedarwood, grounded with a touch of vetiver for a sophisticated, clean scent.",100,Citrus,Woody,4,https://tinyurl.com/yck9yukp
Prada Infusion D'Iris,"A fresh and clean interpretation of iris, enhanced with orange blossom and a powdery finish.",78,Citrus,Woody,4,https://tinyurl.com/48yxphxy
Prada Luna Rossa,"Dynamic spicy citrus notes collide with lavender and mint, encapsulating the competitive spirit of sailing.",97,Woody,Aromatic Fougere,4,https://tinyurl.com/mwhhd42m
Prada Infusion D'Iris Parfum Absolue,"A richer, more intense version of Infusion D'Iris, with deepened floral notes and a luxurious feel.",90,Woody,Ambery,4,https://tinyurl.com/mt3askeh
Prada Amber Pour Homme Intense,"An amped-up version of Amber Pour Homme, with intensified amber and patchouli for a bold statement.",150,Woody,Ambery,4,https://tinyurl.com/46eb9nn2
Prada Infusion De Fleur D'Oranger,"A delicate orange blossom heart surrounded by jasmine and tuberose, capturing the essence of a Mediterranean grove.",85,Citrus,Floral,4,https://tinyurl.com/3kh9hwe5
Prada Amber Pour Homme,"A sophisticated blend of bergamot, myrrh, and saffron with a warm amber base, creating an elegant and timeless fragrance.",120,Ambery,Aromatic Fougere,3,https://tinyurl.com/7xhy7d95
Parfums de Marly Perseus,"A dynamic blend of spicy cardamom and fresh bergamot, encapsulating the vigor of the mythical hero.",260,Woody,Green,4,https://tinyurl.com/y3tw7mu4
Parfums de Marly Althaïr,"Crisp apple notes fuse with aromatic cedar, a scent that charts a stellar course through the heavens.",216,Floral,Ambery,4,https://tinyurl.com/453h9z6h
Parfums de Marly Haltane,"A masterful composition of saffron and agarwood, revealing depth and warmth with each layer.",295,Woody,Citrus,4,https://tinyurl.com/3s6ueynj
Parfums de Marly Pegasus Exclusif,"An enhanced take on the classic Pegasus, with deeper vanilla and amber accords for a luxurious feel.",345,Aromatic Fougere,Ambery,4,https://tinyurl.com/2xp46ufn
Parfums de Marly Greenley,"Fresh green apple meets amber in a vibrant dance, refreshing as a stroll through verdant groves.",250,Woody,Citrus,4,https://tinyurl.com/wrbps97f
Parfums de Marly Kalan,Fiery black pepper and spices meet blood orange in a bold expression of power and passion.,195,Aromatic Fougere,Spicy,4,https://tinyurl.com/42xrs8nz
Parfums de Marly Sedley,"Aromatic mint and lemon zest combine, creating a fragrance as invigorating as the first day of spring.",225,Woody,Citrus,4,https://tinyurl.com/322pf5mx
Parfums de Marly Percival,"A robust medley of bergamot and musk, conveying strength and steadfastness in every note.",176,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/29z63mtm
Parfums de Marly Layton Exclusif,Rich coffee and almond deepen the original Layton scent for a more intense olfactory experience.,251,Ambery,Floral,4,https://tinyurl.com/yc2w23r7
Parfums de Marly Layton,"An exhilarating blend of apple, lavender, and vanilla that is both spirited and harmonious.",176,Ambery,Citrus,4,https://tinyurl.com/54xuwwsf
Parfums de Marly Nisean,"A woody and resinous blend, with incense and patchouli creating a mystical aura.",261,Leather,Citrus,4,https://tinyurl.com/4cvvp8wc
Parfums de Marly Akaster,Elegant roses and exotic oud form a regal and enticing scent that captivates and commands.,185,Woody,Ambery,4,https://tinyurl.com/2ncn2bt5
Parfums de Marly Galloway,"Peppery and citrusy notes blend with a musky base, as spirited as a wild stallion.",189,Floral,Ambery,4,https://tinyurl.com/4p5n9hke
Parfums de Marly Byerley,"The energy of vetiver and cardamom, symbolizing the power and grace of a thoroughbred.",185,Woody,Woody,4,https://tinyurl.com/yt9krwcy
Parfums de Marly Habdan,"A rich tapestry of apple, saffron, and incense, offering a warm, majestic aura.",287,Ambery,Floral,4,https://tinyurl.com/4srewbr8
Parfums de Marly Oajan,"A banquet of cinnamon, honey, and benzoin, exuding sweetness and warmth.",365,Ambery,Floral,4,https://tinyurl.com/3hb2ans5
Parfums de Marly Kuhuyan,"A tribute to leather and violet, reflecting the nobility and strength of the Arabian horse.",280,Floral,Ambery,4,https://tinyurl.com/y7z32eej
Parfums de Marly Hamdani,"Smoky and sweet with notes of myrrh and honey, as robust and enduring as its namesake.",127,Woody,Woody,4,https://tinyurl.com/yc32ky5d
Parfums de Marly Herod,Vanilla and cinnamon envelop tobacco leaf in a fragrance that evokes the richness of the earth.,202,Woody,Woody,4,https://tinyurl.com/5xhxccwy
Parfums de Marly Pegasus,"An airy blend of almond and vanilla, marked by an ethereal, metallic undertone.",154,Aromatic Fougere,Aromatic Fougere,4,https://tinyurl.com/mwsrbch7
Parfums de Marly Godolphin,"Named after the famed Arabian stallion, it blends leather with rich fruits for a regal scent.",202,Leather,Woody,4,https://tinyurl.com/3hnr9797
Parfums de Marly Shagya,Citrus and oud fuse in a fragrance that captures the spirit of adventure and the expanse of the desert.,180,Woody,Citrus,4,https://tinyurl.com/m3zkt6zs
